session_id,user_id,restaurant_id,start_time,meal_period,zone,dietary_toggle,order_completed,final_order_value,num_cart_items
S002270,U01449,R0032,2025-12-21T06:35:43.044012,late_night,Central,non-veg,False,0,5
S002271,U00416,R0047,2025-12-09T12:24:52.365971,lunch,Central,none,False,0,3
S002272,U04830,R0032,2025-12-07T20:14:26.168520,dinner,Central,none,True,700,3
S002273,U04239,R0050,2025-12-05T07:43:39.333694,breakfast,South,none,True,899,5
S002274,U01747,R0050,2025-12-05T10:16:10.798387,breakfast,South,none,True,273,1
S002275,U01201,R0029,2025-12-15T15:27:21.551421,late_night,East,none,True,667,3
S002276,U00557,R0063,2025-12-06T13:29:38.255680,lunch,Central,none,True,988,6
S002277,U02769,R0098,2025-12-05T17:27:51.728366,late_night,East,none,False,0,1
S002278,U02878,R0027,2025-12-20T05:22:19.721021,late_night,South,veg,True,226,2
S002279,U01787,R0094,2025-12-10T03:50:33.183988,late_night,Central,none,True,649,4
S002280,U03826,R0026,2025-12-18T03:10:38.299107,late_night,East,none,True,277,2
S002281,U02438,R0062,2025-12-19T10:07:40.130470,breakfast,Central,none,True,684,4
S002282,U03834,R0084,2026-01-01T04:26:22.347316,late_night,East,none,True,909,7
S002283,U03537,R0039,2025-12-17T06:11:12.309752,late_night,Central,none,True,402,4
S002284,U00512,R0078,2025-12-11T10:35:25.105709,breakfast,North,veg,True,422,2
S002285,U02624,R0075,2025-12-28T05:35:23.534985,late_night,South,none,True,169,2
S002286,U02917,R0066,2025-12-29T01:30:07.152297,late_night,Central,none,True,1201,5
S002287,U01171,R0063,2025-12-25T00:30:06.670035,late_night,Central,none,True,516,3
S002288,U03532,R0057,2025-12-31T07:03:15.383313,breakfast,South,vegan,True,402,6
S002289,U02458,R0077,2025-12-09T13:47:54.915561,lunch,West,veg,True,1028,5
S002290,U03182,R0080,2025-12-24T03:47:55.513664,late_night,Central,none,True,97,1
S002291,U04807,R0009,2025-12-13T16:09:40.199529,late_night,South,none,True,392,3
S002292,U02829,R0076,2025-12-27T16:53:18.737281,late_night,West,none,True,634,3
S002293,U04541,R0081,2025-12-14T04:19:13.848403,late_night,North,none,True,671,6
S002294,U04009,R0029,2026-01-02T18:18:19.332069,late_night,East,none,True,179,1
S002295,U00234,R0082,2025-12-28T15:48:56.561558,late_night,East,none,True,402,1
S002296,U02006,R0092,2026-01-04T09:33:35.207229,breakfast,North,none,True,1003,6
S002297,U04028,R0071,2025-12-08T22:08:39.963117,dinner,South,none,True,323,2
S002298,U02628,R0068,2025-12-03T07:43:12.586208,breakfast,South,none,False,0,2
S002299,U00843,R0086,2026-01-05T11:02:43.109059,lunch,West,none,True,357,5
S002300,U02199,R0086,2025-12-10T01:00:01.017441,late_night,West,veg,True,246,4
S002301,U02556,R0082,2025-12-21T14:48:21.680519,lunch,East,none,False,0,2
S002302,U01040,R0081,2025-12-11T08:36:19.598727,breakfast,North,none,False,0,1
S002303,U04293,R0077,2025-12-27T21:43:16.478455,dinner,West,veg,True,473,3
S002304,U01634,R0053,2026-01-03T13:43:09.393182,lunch,South,veg,True,480,5
S002305,U04360,R0068,2025-12-13T15:19:27.274153,late_night,South,veg,True,422,3
S002306,U03358,R0015,2025-12-24T07:35:47.264613,breakfast,West,none,True,746,3
S002307,U00173,R0075,2025-12-03T18:22:10.181032,late_night,South,none,True,832,6
S002308,U02567,R0003,2025-12-11T23:04:06.623441,late_night,East,none,False,0,2
S002309,U02596,R0081,2025-12-10T09:24:37.020353,breakfast,North,none,True,447,3
S002310,U00644,R0008,2025-12-16T19:11:12.341992,dinner,West,none,True,1174,5
S002311,U02844,R0099,2025-12-08T08:35:09.477784,breakfast,West,veg,True,206,2
S002312,U02893,R0043,2025-12-24T04:47:31.398350,late_night,West,veg,True,327,3
S002313,U00794,R0016,2025-12-31T20:22:50.108788,dinner,East,veg,True,1074,5
S002314,U04045,R0057,2025-12-09T15:15:37.401039,late_night,South,none,True,399,5
S002315,U04876,R0081,2025-12-13T13:58:33.535770,lunch,North,veg,False,0,1
S002316,U04465,R0010,2025-12-04T12:54:58.543325,lunch,West,none,True,632,4
S002317,U04608,R0076,2025-12-29T03:26:52.085669,late_night,West,none,True,682,3
S002318,U03289,R0081,2025-12-15T17:01:56.896417,late_night,North,none,True,219,2
S002319,U04963,R0049,2025-12-05T04:36:47.136748,late_night,North,none,False,0,6
S002320,U00856,R0018,2025-12-06T13:10:36.097543,lunch,East,non-veg,True,193,2
S002321,U03050,R0080,2025-12-28T20:20:17.323190,dinner,Central,none,True,247,4
S002322,U04324,R0003,2025-12-20T23:52:19.184259,late_night,East,veg,True,217,1
S002323,U00526,R0074,2025-12-08T08:30:29.418771,breakfast,Central,veg,False,0,1
S002324,U00590,R0094,2025-12-08T00:06:04.657575,late_night,Central,veg,True,229,3
S002325,U04119,R0057,2025-12-17T05:16:34.131746,late_night,South,veg,True,74,2
S002326,U01033,R0097,2025-12-21T11:52:39.307394,lunch,East,non-veg,True,172,1
S002327,U03738,R0004,2025-12-23T18:12:59.237309,late_night,North,non-veg,False,0,4
S002328,U00649,R0069,2025-12-29T14:52:41.820667,lunch,Central,none,True,455,5
S002329,U01525,R0054,2025-12-30T10:36:41.725270,breakfast,South,none,True,302,3
S002330,U04154,R0035,2025-12-17T14:48:59.444791,lunch,East,none,True,378,4
S002331,U00958,R0034,2025-12-15T09:03:35.126345,breakfast,West,none,True,159,2
S002332,U03326,R0027,2025-12-22T17:29:53.319840,late_night,South,none,False,0,2
S002333,U02137,R0019,2025-12-25T17:14:03.181133,late_night,East,none,True,259,3
S002334,U00494,R0050,2025-12-10T10:13:00.686502,breakfast,South,none,True,358,2
S002335,U00398,R0048,2025-12-11T17:37:39.512209,late_night,South,non-veg,True,271,1
S002336,U00567,R0100,2026-01-02T09:04:31.871206,breakfast,Central,none,True,616,2
S002337,U00791,R0052,2025-12-18T14:38:51.077318,lunch,Central,none,True,339,3
S002338,U03945,R0066,2025-12-27T12:24:45.624770,lunch,Central,veg,True,981,6
S002339,U04998,R0002,2025-12-22T23:24:29.432869,late_night,East,none,True,419,5
S002340,U02813,R0049,2025-12-02T19:56:46.433253,dinner,North,none,True,1250,5
S002341,U02022,R0050,2025-12-05T18:19:09.377144,late_night,South,none,True,640,3
S002342,U01247,R0052,2025-12-31T01:12:22.441726,late_night,Central,none,False,0,4
S002343,U04520,R0034,2025-12-17T11:40:08.303814,lunch,West,none,True,478,3
S002344,U00551,R0033,2026-01-02T23:16:22.691628,late_night,North,none,False,0,3
S002345,U03666,R0011,2025-12-15T19:22:39.403678,dinner,East,none,True,1196,4
S002346,U04768,R0094,2026-01-04T13:07:40.789918,lunch,Central,none,True,981,3
S002347,U00011,R0079,2025-12-08T06:23:45.802273,late_night,East,none,False,0,4
S002348,U01074,R0086,2025-12-02T14:20:04.553465,lunch,West,veg,True,290,2
S002349,U02026,R0015,2025-12-11T02:11:56.726114,late_night,West,none,True,597,3
S002350,U04069,R0091,2025-12-09T14:06:50.383748,lunch,Central,veg,True,134,2
S002351,U00864,R0005,2025-12-17T16:50:20.932293,late_night,North,veg,True,209,1
S002352,U03882,R0032,2025-12-23T04:51:10.182400,late_night,Central,none,False,0,3
S002353,U01033,R0062,2025-12-27T01:18:18.927214,late_night,Central,none,True,718,4
S002354,U03701,R0047,2025-12-09T11:02:33.589347,lunch,Central,none,True,342,2
S002355,U01148,R0015,2025-12-29T11:51:36.385137,lunch,West,none,True,856,4
S002356,U01483,R0049,2025-12-15T15:33:28.008892,late_night,North,none,True,1181,7
S002357,U00293,R0026,2026-01-02T06:02:29.630030,late_night,East,veg,False,0,3
S002358,U02452,R0071,2026-01-05T10:00:32.101823,breakfast,South,none,False,0,5
S002359,U04618,R0010,2025-12-26T11:52:25.402971,lunch,West,veg,True,722,6
S002360,U02660,R0053,2025-12-02T07:43:00.268808,breakfast,South,non-veg,True,225,2
S002361,U02059,R0041,2026-01-02T14:20:52.941149,lunch,Central,none,True,182,3
S002362,U00669,R0056,2025-12-11T17:45:00.896039,late_night,West,none,False,0,2
S002363,U01128,R0012,2025-12-14T00:45:20.593685,late_night,South,none,False,0,1
S002364,U00471,R0083,2025-12-26T22:44:34.713216,dinner,South,none,True,244,1
S002365,U02293,R0077,2025-12-20T12:52:10.823118,lunch,West,none,True,705,3
S002366,U03237,R0027,2025-12-22T15:49:05.528759,late_night,South,none,True,389,3
S002367,U00547,R0020,2025-12-02T12:19:12.046662,lunch,East,none,True,268,4
S002368,U04301,R0089,2025-12-24T03:31:24.628434,late_night,Central,none,True,892,5
S002369,U03165,R0069,2025-12-25T06:05:46.873857,late_night,Central,veg,True,462,5
S002370,U00133,R0084,2025-12-25T22:34:00.014021,dinner,East,non-veg,True,607,3
S002371,U00546,R0080,2025-12-19T11:29:02.198417,lunch,Central,none,True,33,1
S002372,U04403,R0064,2025-12-29T16:57:09.017651,late_night,North,none,True,639,5
S002373,U04379,R0023,2025-12-20T12:51:55.957552,lunch,West,none,True,554,4
S002374,U02866,R0003,2025-12-04T07:00:04.957914,breakfast,East,veg,False,0,4
S002375,U02618,R0048,2025-12-19T23:51:23.351178,late_night,South,none,True,818,4
S002376,U02419,R0047,2025-12-22T18:42:26.842861,late_night,Central,veg,True,654,4
S002377,U01553,R0014,2026-01-04T18:36:04.726517,late_night,Central,none,True,811,5
S002378,U04483,R0036,2025-12-23T20:22:41.183978,dinner,Central,none,True,181,3
S002379,U01822,R0021,2025-12-16T08:41:58.737313,breakfast,West,non-veg,True,1227,5
S002380,U01218,R0034,2025-12-13T10:32:56.852354,breakfast,West,none,True,367,3
S002381,U02395,R0057,2025-12-07T08:27:32.983439,breakfast,South,none,True,167,2
S002382,U00030,R0081,2025-12-09T06:48:04.019234,late_night,North,none,True,339,2
S002383,U04753,R0063,2025-12-12T16:36:05.020667,late_night,Central,none,True,1269,7
S002384,U01582,R0033,2025-12-21T23:50:52.251818,late_night,North,non-veg,True,409,3
S002385,U00847,R0031,2025-12-28T00:23:34.336850,late_night,East,veg,True,99,3
S002386,U02932,R0005,2025-12-28T01:54:44.891587,late_night,North,none,True,416,1
S002387,U02802,R0036,2025-12-03T10:19:41.133039,breakfast,Central,none,True,167,2
S002388,U00052,R0051,2026-01-01T14:53:38.121278,lunch,South,veg,True,747,5
S002389,U03374,R0052,2026-01-02T10:13:28.886372,breakfast,Central,none,True,434,3
S002390,U03956,R0011,2025-12-17T18:25:43.107975,late_night,East,none,True,598,3
S002391,U04560,R0088,2025-12-19T22:11:09.039557,dinner,East,none,True,540,5
S002392,U03151,R0020,2025-12-12T19:12:16.416154,dinner,East,none,False,0,4
S002393,U04812,R0046,2025-12-29T07:07:50.089485,breakfast,North,none,True,351,3
S002394,U01572,R0070,2025-12-22T07:44:46.199953,breakfast,East,veg,True,358,3
S002395,U04492,R0089,2025-12-18T03:01:11.818624,late_night,Central,none,True,983,4
S002396,U00907,R0040,2025-12-21T10:45:14.207319,breakfast,West,none,True,366,2
S002397,U00723,R0058,2025-12-05T07:29:42.564189,breakfast,Central,none,True,312,1
S002398,U02729,R0030,2025-12-14T08:12:59.743172,breakfast,East,non-veg,True,871,3
S002399,U02306,R0002,2025-12-13T14:21:07.734072,lunch,East,none,True,414,4
S002400,U03839,R0018,2025-12-02T01:12:49.263485,late_night,East,none,False,0,5
S002401,U00185,R0057,2025-12-13T22:06:50.214069,dinner,South,none,False,0,5
S002402,U04358,R0034,2025-12-19T19:05:52.457170,dinner,West,none,True,556,4
S002403,U02841,R0073,2026-01-03T15:21:41.825620,late_night,West,veg,True,785,4
S002404,U04244,R0032,2025-12-07T11:50:21.476646,lunch,Central,veg,False,0,1
S002405,U02698,R0065,2025-12-22T15:04:21.785339,late_night,East,none,True,889,5
S002406,U02469,R0007,2026-01-04T22:10:35.621167,dinner,Central,none,True,428,4
S002407,U01449,R0015,2025-12-20T03:16:52.893497,late_night,West,veg,True,955,9
S002408,U01324,R0090,2025-12-21T20:24:39.237077,dinner,West,none,True,609,4
S002409,U03961,R0055,2026-01-01T01:21:49.962640,late_night,North,none,True,789,5
S002410,U00048,R0018,2025-12-30T20:47:02.694109,dinner,East,none,False,0,4
S002411,U00785,R0097,2026-01-01T19:12:42.307092,dinner,East,veg,True,429,4
S002412,U00446,R0055,2025-12-01T15:30:58.096832,late_night,North,none,True,405,3
S002413,U03554,R0063,2025-12-27T17:46:09.883438,late_night,Central,veg,False,0,4
S002414,U01037,R0043,2025-12-22T21:08:28.230348,dinner,West,none,True,239,2
S002415,U01449,R0070,2025-12-07T05:21:52.788056,late_night,East,none,True,472,4
S002416,U04839,R0025,2025-12-12T14:12:59.796845,lunch,North,none,False,0,1
S002417,U02325,R0041,2026-01-03T21:09:49.942091,dinner,Central,none,True,101,1
S002418,U02221,R0059,2025-12-10T21:07:49.383007,dinner,North,veg,True,508,4
S002419,U01007,R0008,2025-12-22T18:01:33.101399,late_night,West,none,True,617,3
S002420,U03323,R0050,2025-12-14T01:24:18.394562,late_night,South,veg,False,0,1
S002421,U04005,R0039,2025-12-15T11:39:30.301962,lunch,Central,veg,True,99,2
S002422,U01178,R0008,2025-12-21T06:51:09.524637,late_night,West,none,False,0,1
S002423,U00064,R0098,2025-12-11T15:36:58.387626,late_night,East,none,True,620,7
S002424,U04561,R0025,2026-01-01T09:42:18.418603,breakfast,North,non-veg,False,0,2
S002425,U00122,R0054,2025-12-01T22:36:26.917881,dinner,South,none,True,481,5
S002426,U01709,R0051,2025-12-13T12:08:46.708186,lunch,South,non-veg,True,439,2
S002427,U02419,R0015,2026-01-05T04:38:25.435169,late_night,West,veg,False,0,3
S002428,U04014,R0014,2025-12-08T07:54:20.770672,breakfast,Central,none,True,255,1
S002429,U00159,R0090,2025-12-23T08:19:56.469513,breakfast,West,none,True,716,3
S002430,U02099,R0022,2025-12-25T23:28:28.588532,late_night,South,none,False,0,2
S002431,U02718,R0057,2025-12-13T20:17:18.621394,dinner,South,none,True,173,2
S002432,U02834,R0035,2025-12-06T20:35:08.591783,dinner,East,none,True,154,1
S002433,U01518,R0088,2025-12-17T21:33:24.144405,dinner,East,none,True,441,3
S002434,U01877,R0059,2025-12-21T23:08:26.021382,late_night,North,none,False,0,5
S002435,U01953,R0057,2025-12-22T06:21:41.842180,late_night,South,none,False,0,4
S002436,U01727,R0089,2025-12-06T22:33:56.133401,dinner,Central,none,True,344,2
S002437,U02115,R0081,2025-12-06T23:10:20.032517,late_night,North,none,True,189,2
S002438,U01029,R0040,2025-12-30T14:10:51.796464,lunch,West,none,True,1054,7
S002439,U04273,R0075,2025-12-28T20:50:54.748702,dinner,South,veg,True,282,2
S002440,U04262,R0097,2025-12-25T21:07:07.688942,dinner,East,veg,True,438,3
S002441,U04176,R0084,2025-12-12T06:29:55.737998,late_night,East,none,True,268,3
S002442,U01588,R0022,2025-12-13T06:28:11.448760,late_night,South,none,True,514,3
S002443,U01322,R0055,2025-12-29T08:40:17.558300,breakfast,North,none,True,298,2
S002444,U01812,R0032,2025-12-09T16:31:03.080868,late_night,Central,none,True,968,4
S002445,U00216,R0013,2025-12-30T11:10:56.766735,lunch,Central,none,True,447,2
S002446,U01491,R0058,2025-12-29T07:59:53.650411,breakfast,Central,none,True,132,2
S002447,U03654,R0034,2025-12-17T22:45:44.863052,dinner,West,none,True,238,1
S002448,U03241,R0082,2025-12-13T05:46:37.601481,late_night,East,none,False,0,3
S002449,U04745,R0001,2025-12-28T22:07:24.197121,dinner,South,none,True,129,2
S002450,U01577,R0052,2025-12-28T15:39:03.581707,late_night,Central,none,True,303,3
S002451,U04243,R0033,2025-12-30T21:44:01.639780,dinner,North,none,True,413,4
S002452,U04032,R0017,2025-12-16T08:44:30.951471,breakfast,North,none,True,824,3
S002453,U01800,R0063,2025-12-13T22:36:10.427943,dinner,Central,none,True,615,3
S002454,U00078,R0044,2025-12-22T22:47:47.371097,dinner,Central,none,True,921,3
S002455,U04325,R0075,2025-12-09T14:56:42.445988,lunch,South,none,True,312,2
S002456,U04023,R0094,2026-01-01T01:25:42.336399,late_night,Central,none,False,0,1
S002457,U02745,R0013,2025-12-23T18:22:10.458097,late_night,Central,none,True,332,1
S002458,U01333,R0038,2025-12-14T11:52:41.312712,lunch,East,none,False,0,2
S002459,U00676,R0088,2025-12-12T01:41:13.442073,late_night,East,none,True,1102,7
S002460,U01313,R0098,2025-12-07T03:29:31.739801,late_night,East,none,True,502,5
S002461,U00370,R0002,2025-12-25T00:10:41.208617,late_night,East,none,True,461,5
S002462,U02502,R0011,2025-12-17T12:20:39.144934,lunch,East,veg,True,927,3
S002463,U01232,R0028,2025-12-16T04:24:38.546717,late_night,East,none,False,0,3
S002464,U02304,R0035,2025-12-09T09:41:06.561316,breakfast,East,none,True,718,6
S002465,U00387,R0030,2025-12-22T09:09:37.902075,breakfast,East,none,True,959,6
S002466,U01853,R0081,2025-12-16T17:46:36.531114,late_night,North,none,False,0,5
S002467,U01727,R0078,2025-12-28T11:57:30.946274,lunch,North,veg,True,696,6
S002468,U02472,R0048,2025-12-03T10:02:52.948475,breakfast,South,veg,True,482,2
S002469,U01722,R0059,2025-12-23T15:40:44.936685,late_night,North,none,True,350,2
S002470,U00270,R0010,2025-12-14T18:58:10.561730,late_night,West,none,True,282,2
S002471,U01027,R0035,2026-01-03T20:53:00.559142,dinner,East,none,True,539,4
S002472,U02572,R0082,2025-12-15T18:54:39.045324,late_night,East,none,True,1081,3
S002473,U03370,R0031,2026-01-02T11:45:01.606363,lunch,East,none,True,296,5
S002474,U04449,R0026,2026-01-03T11:05:53.140743,lunch,East,none,True,867,4
S002475,U03301,R0049,2025-12-17T12:55:14.487241,lunch,North,none,True,1008,4
S002476,U03404,R0073,2025-12-20T02:38:05.002157,late_night,West,none,True,408,3
S002477,U02293,R0064,2025-12-27T18:32:51.164504,late_night,North,none,True,304,2
S002478,U01547,R0066,2025-12-20T08:31:04.072032,breakfast,Central,none,True,932,5
S002479,U02776,R0065,2025-12-26T02:22:37.424427,late_night,East,none,True,139,1
S002480,U03075,R0094,2025-12-02T11:46:27.990635,lunch,Central,none,True,1095,6
S002481,U02492,R0079,2025-12-07T10:30:01.067587,breakfast,East,none,True,475,2
S002482,U00581,R0078,2026-01-03T19:52:46.048703,dinner,North,non-veg,True,326,2
S002483,U04727,R0062,2025-12-16T21:21:51.611459,dinner,Central,veg,True,198,1
S002484,U04441,R0057,2025-12-06T02:16:43.006398,late_night,South,none,True,555,6
S002485,U00936,R0059,2025-12-30T02:10:57.904038,late_night,North,none,True,997,5
S002486,U02537,R0038,2025-12-10T11:35:20.226425,lunch,East,none,False,0,5
S002487,U02583,R0097,2025-12-18T02:17:09.268756,late_night,East,none,True,583,3
S002488,U02628,R0013,2025-12-30T20:40:47.871468,dinner,Central,none,True,840,5
S002489,U01324,R0084,2026-01-04T10:44:31.122515,breakfast,East,none,True,423,2
S002490,U04080,R0064,2025-12-25T07:27:51.019810,breakfast,North,none,True,754,6
S002491,U01556,R0095,2025-12-10T17:27:45.155487,late_night,West,none,True,270,1
S002492,U02583,R0087,2025-12-17T20:18:12.326540,dinner,West,none,True,352,3
S002493,U02553,R0038,2025-12-20T00:38:57.564405,late_night,East,veg,True,439,2
S002494,U04437,R0027,2025-12-16T22:58:11.298505,dinner,South,veg,True,210,1
S002495,U00727,R0065,2025-12-02T19:54:51.620400,dinner,East,none,True,334,2
S002496,U04454,R0068,2026-01-03T04:13:08.740347,late_night,South,none,True,1214,5
S002497,U03227,R0014,2025-12-27T00:31:09.496444,late_night,Central,none,True,822,3
S002498,U03257,R0054,2025-12-02T00:01:18.744238,late_night,South,none,True,224,2
S002499,U03278,R0041,2025-12-09T22:02:12.332592,dinner,Central,none,False,0,2
S002500,U01998,R0039,2025-12-04T20:47:28.154505,dinner,Central,none,False,0,2
S002501,U01514,R0066,2025-12-13T18:13:51.211593,late_night,Central,none,True,603,3
S002502,U00285,R0031,2026-01-04T08:24:49.288966,breakfast,East,none,True,159,4
S002503,U00798,R0044,2025-12-16T18:31:16.939669,late_night,Central,none,True,728,2
S002504,U02127,R0094,2025-12-21T03:34:23.786498,late_night,Central,veg,False,0,1
S002505,U00921,R0049,2025-12-10T06:03:32.033539,late_night,North,none,False,0,1
S002506,U04184,R0039,2025-12-19T14:15:45.707464,lunch,Central,veg,True,294,3
S002507,U02420,R0093,2025-12-27T12:25:01.866006,lunch,North,none,False,0,3
S002508,U03805,R0059,2025-12-03T03:46:34.978033,late_night,North,none,True,783,3
S002509,U00047,R0053,2025-12-18T11:16:48.157989,lunch,South,none,True,409,3
S002510,U02123,R0091,2025-12-31T16:47:31.428399,late_night,Central,veg,True,497,3
S002511,U04702,R0034,2025-12-27T23:23:44.579789,late_night,West,none,True,376,2
S002512,U00579,R0096,2025-12-22T09:35:08.879613,breakfast,South,none,True,298,5
S002513,U02136,R0014,2025-12-08T08:11:23.216956,breakfast,Central,none,True,258,1
