order_id,user_id,restaurant_id,order_time,meal_period,items_ordered,order_value,was_completed
O004559,U03778,R0051,2025-12-08T15:17:49.421715,late_night,"[""I00998"", ""I00995"", ""I00993"", ""I00997"", ""I00996"", ""I01004""]",2156,True
O004560,U02008,R0088,2025-12-11T10:27:24.263375,breakfast,"[""I01705"", ""I01724"", ""I01722"", ""I01712"", ""I01708""]",796,True
O004561,U04942,R0092,2025-12-28T05:04:15.408451,late_night,"[""I01820"", ""I01839"", ""I01831"", ""I01840"", ""I01824"", ""I01816""]",874,True
O004562,U01982,R0027,2025-12-12T04:33:59.477001,late_night,"[""I00581"", ""I00558"", ""I00562""]",516,True
O004563,U03780,R0065,2025-12-12T07:31:23.720699,breakfast,"[""I01264""]",101,True
O004564,U00911,R0079,2025-12-15T03:30:10.732794,late_night,"[""I01530"", ""I01531"", ""I01534"", ""I01536"", ""I01537"", ""I01538""]",1040,True
O004565,U04949,R0044,2025-12-09T09:20:39.053372,breakfast,"[""I00882""]",82,True
O004566,U01305,R0032,2025-12-30T18:26:42.063392,late_night,"[""I00674"", ""I00680"", ""I00687"", ""I00690"", ""I00681""]",872,True
O004567,U03787,R0016,2025-12-10T18:22:36.160984,late_night,"[""I00354"", ""I00352"", ""I00348"", ""I00353"", ""I00351"", ""I00347""]",715,True
O004568,U00057,R0096,2025-12-13T01:38:13.023454,late_night,"[""I01907"", ""I01917"", ""I01918""]",220,True
O004569,U00265,R0088,2025-12-08T19:36:56.977816,dinner,"[""I01724"", ""I01713"", ""I01715"", ""I01708""]",559,True
O004570,U03329,R0067,2025-12-05T06:05:30.523138,late_night,"[""I01303"", ""I01296""]",371,True
O004571,U03852,R0063,2025-12-28T18:19:14.465003,late_night,"[""I01239"", ""I01228""]",377,True
O004572,U00577,R0070,2025-12-24T06:21:56.695548,late_night,"[""I01358"", ""I01342"", ""I01339""]",530,True
O004573,U02131,R0075,2025-12-05T18:48:21.828476,late_night,"[""I01440"", ""I01445"", ""I01449"", ""I01453"", ""I01451"", ""I01452"", ""I01446""]",912,True
O004574,U04402,R0002,2025-12-09T10:54:15.997457,breakfast,"[""I00029"", ""I00018"", ""I00026"", ""I00017"", ""I00020""]",460,True
O004575,U04973,R0089,2025-12-14T07:57:52.462833,breakfast,"[""I01745"", ""I01757"", ""I01731"", ""I01748""]",654,True
O004576,U04376,R0092,2025-12-27T19:26:42.444051,dinner,"[""I01828"", ""I01811""]",154,True
O004577,U00195,R0081,2025-12-26T02:54:46.606727,late_night,"[""I01567"", ""I01572""]",209,True
O004578,U03939,R0002,2025-12-11T13:09:01.952875,lunch,"[""I00021"", ""I00029"", ""I00016"", ""I00024""]",374,True
O004579,U02400,R0058,2025-12-26T06:24:12.587482,late_night,"[""I01132"", ""I01119"", ""I01133""]",444,True
O004580,U00327,R0081,2026-01-01T07:46:39.028060,breakfast,"[""I01567"", ""I01569"", ""I01561"", ""I01563""]",272,True
O004581,U03273,R0092,2025-12-05T23:49:28.726920,late_night,"[""I01838"", ""I01840""]",377,False
O004582,U04191,R0069,2025-12-31T04:22:48.806887,late_night,"[""I01325"", ""I01320""]",226,True
O004583,U03511,R0036,2025-12-31T08:16:50.548350,breakfast,"[""I00744"", ""I00746""]",69,True
O004584,U00849,R0019,2025-12-04T20:01:48.232826,dinner,"[""I00395"", ""I00392"", ""I00401"", ""I00402""]",489,True
O004585,U02151,R0098,2026-01-04T05:53:57.684921,late_night,"[""I01960"", ""I01961"", ""I01963"", ""I01959""]",332,True
O004586,U04750,R0021,2025-12-07T09:04:14.923523,breakfast,"[""I00434"", ""I00421"", ""I00426""]",542,True
O004587,U01385,R0046,2025-12-19T20:53:08.972071,dinner,"[""I00911"", ""I00904""]",458,True
O004588,U03383,R0085,2025-12-24T01:05:59.166795,late_night,"[""I01653"", ""I01654"", ""I01639""]",645,True
O004589,U02784,R0035,2025-12-28T13:50:32.195189,lunch,"[""I00724"", ""I00733"", ""I00719"", ""I00732""]",437,True
O004590,U01992,R0068,2025-12-22T20:58:00.608030,dinner,"[""I01313"", ""I01318""]",216,True
O004591,U01722,R0034,2025-12-02T19:44:00.554895,dinner,"[""I00715"", ""I00717""]",244,True
O004592,U00796,R0043,2025-12-04T05:50:10.625856,late_night,"[""I00858"", ""I00862"", ""I00852"", ""I00859""]",726,False
O004593,U00607,R0061,2025-12-19T10:16:34.193889,breakfast,"[""I01188"", ""I01174"", ""I01172"", ""I01191"", ""I01180""]",1275,True
O004594,U04027,R0097,2025-12-21T07:04:58.238312,breakfast,"[""I01938"", ""I01948"", ""I01952"", ""I01953"", ""I01926"", ""I01945"", ""I01942""]",688,True
O004595,U02005,R0093,2025-12-25T04:30:23.683053,late_night,"[""I01841"", ""I01849"", ""I01846"", ""I01853"", ""I01850""]",886,True
O004596,U02130,R0046,2025-12-18T14:04:44.993068,lunch,"[""I00907""]",33,True
O004597,U02420,R0067,2025-12-10T05:32:40.975179,late_night,"[""I01302""]",92,True
O004598,U02709,R0067,2025-12-19T03:49:59.089461,late_night,"[""I01306"", ""I01299"", ""I01302"", ""I01296"", ""I01300"", ""I01298""]",1252,True
O004599,U02113,R0098,2025-12-28T18:57:49.226943,late_night,"[""I01961"", ""I01957"", ""I01965""]",252,True
O004600,U02256,R0096,2025-12-18T12:55:06.718563,lunch,"[""I01916"", ""I01918"", ""I01906""]",149,True
O004601,U00293,R0098,2025-12-31T19:36:24.179125,dinner,"[""I01964"", ""I01960"", ""I01961"", ""I01966""]",346,True
O004602,U01148,R0021,2025-12-02T17:28:00.307909,late_night,"[""I00428"", ""I00429""]",306,True
O004603,U04275,R0037,2025-12-30T17:08:20.872420,late_night,"[""I00760"", ""I00767"", ""I00761"", ""I00769"", ""I00766""]",484,True
O004604,U00213,R0029,2025-12-26T23:36:56.138662,late_night,"[""I00631""]",278,False
O004605,U03039,R0073,2025-12-26T07:39:45.260034,breakfast,"[""I01410""]",152,True
O004606,U02972,R0092,2025-12-29T00:45:15.051781,late_night,"[""I01813"", ""I01812"", ""I01825""]",366,True
O004607,U02386,R0037,2025-12-02T20:27:12.870576,dinner,"[""I00759"", ""I00760""]",262,True
O004608,U01297,R0079,2025-12-13T12:02:29.173859,lunch,"[""I01529"", ""I01541"", ""I01534""]",308,True
O004609,U02497,R0060,2025-12-26T14:46:41.771025,lunch,"[""I01160"", ""I01166""]",83,True
O004610,U03604,R0053,2025-12-23T02:03:19.561281,late_night,"[""I01029""]",178,True
O004611,U01266,R0096,2025-12-05T13:10:13.273279,lunch,"[""I01910"", ""I01918"", ""I01909""]",150,True
O004612,U01054,R0019,2025-12-09T14:37:24.238560,lunch,"[""I00399"", ""I00396"", ""I00393"", ""I00392""]",492,True
O004613,U04977,R0030,2025-12-24T20:22:12.167851,dinner,"[""I00637"", ""I00652""]",338,True
O004614,U03148,R0024,2025-12-15T18:05:30.772482,late_night,"[""I00486"", ""I00493"", ""I00485""]",843,True
O004615,U01868,R0004,2025-12-07T04:14:34.104877,late_night,"[""I00073"", ""I00077""]",270,True
O004616,U01734,R0046,2025-12-26T19:00:38.908496,dinner,"[""I00911"", ""I00900"", ""I00909""]",755,True
O004617,U01216,R0075,2025-12-13T22:48:06.525716,dinner,"[""I01447"", ""I01452"", ""I01446"", ""I01442"", ""I01454""]",724,True
O004618,U00099,R0037,2025-12-20T17:56:36.149240,late_night,"[""I00752""]",198,True
O004619,U02984,R0093,2025-12-31T02:29:43.150305,late_night,"[""I01845"", ""I01843"", ""I01849""]",634,True
O004620,U04167,R0096,2025-12-07T22:36:13.900458,dinner,"[""I01922"", ""I01920""]",227,True
O004621,U04234,R0059,2025-12-30T05:22:33.136561,late_night,"[""I01143"", ""I01137"", ""I01140""]",635,True
O004622,U03908,R0035,2025-12-02T04:14:30.175193,late_night,"[""I00726"", ""I00721"", ""I00728"", ""I00732""]",350,True
O004623,U02820,R0083,2025-12-05T05:17:48.615220,late_night,"[""I01600"", ""I01588"", ""I01586"", ""I01601"", ""I01597""]",658,False
O004624,U01277,R0079,2025-12-23T02:19:38.356991,late_night,"[""I01531"", ""I01535"", ""I01543"", ""I01533"", ""I01539"", ""I01530""]",1315,True
O004625,U04105,R0041,2025-12-20T19:31:11.199151,dinner,"[""I00824""]",101,True
O004626,U04288,R0043,2025-12-26T23:27:07.448632,late_night,"[""I00859"", ""I00865""]",406,True
O004627,U03097,R0077,2026-01-01T13:25:34.038622,lunch,"[""I01476"", ""I01478"", ""I01483"", ""I01484""]",606,True
O004628,U03976,R0025,2025-12-17T04:42:10.214147,late_night,"[""I00497"", ""I00511""]",662,True
O004629,U04303,R0064,2025-12-22T07:52:37.394500,breakfast,"[""I01259"", ""I01254""]",176,True
O004630,U01437,R0062,2025-12-02T08:25:21.868773,breakfast,"[""I01217"", ""I01219"", ""I01210"", ""I01208""]",702,True
O004631,U03112,R0002,2026-01-02T21:52:02.802685,dinner,"[""I00020"", ""I00023""]",163,True
O004632,U00531,R0044,2025-12-22T11:52:08.927001,lunch,"[""I00877"", ""I00874"", ""I00875""]",381,True
O004633,U01842,R0054,2025-12-23T23:21:04.335640,late_night,"[""I01066"", ""I01071""]",135,True
O004634,U01692,R0029,2025-12-15T17:11:22.937292,late_night,"[""I00613""]",52,True
O004635,U01230,R0043,2025-12-28T18:08:32.020144,late_night,"[""I00852"", ""I00865"", ""I00861"", ""I00853""]",934,True
O004636,U04986,R0100,2026-01-05T05:23:27.928580,late_night,"[""I02028"", ""I02025""]",162,True
O004637,U00980,R0084,2025-12-16T14:22:57.837849,lunch,"[""I01604"", ""I01631""]",294,True
O004638,U01614,R0032,2025-12-23T10:17:15.217032,breakfast,"[""I00678""]",364,True
O004639,U04087,R0085,2025-12-26T00:32:21.033385,late_night,"[""I01640""]",293,True
O004640,U04665,R0073,2025-12-20T15:59:25.741209,late_night,"[""I01419""]",94,True
O004641,U00100,R0097,2025-12-21T17:11:50.918068,late_night,"[""I01929"", ""I01939"", ""I01945"", ""I01927""]",457,True
O004642,U01871,R0048,2025-12-09T14:40:15.195290,lunch,"[""I00961"", ""I00957"", ""I00960"", ""I00954"", ""I00956""]",751,True
O004643,U02979,R0012,2025-12-06T15:56:34.629150,late_night,"[""I00273"", ""I00265""]",886,True
O004644,U03265,R0098,2025-12-05T21:14:34.203155,dinner,"[""I01966"", ""I01963""]",143,True
O004645,U00810,R0043,2025-12-25T19:11:53.127614,dinner,"[""I00866"", ""I00865""]",559,True
O004646,U04157,R0009,2025-12-17T03:12:08.633722,late_night,"[""I00218"", ""I00214"", ""I00210"", ""I00229""]",638,True
O004647,U02224,R0060,2026-01-04T17:12:10.889538,late_night,"[""I01155"", ""I01169"", ""I01158"", ""I01157"", ""I01164"", ""I01166""]",652,True
O004648,U04381,R0082,2025-12-02T03:16:36.104963,late_night,"[""I01577"", ""I01582""]",527,False
O004649,U00651,R0008,2025-12-06T09:36:32.634634,breakfast,"[""I00186""]",240,True
O004650,U03659,R0094,2025-12-06T20:20:03.751435,dinner,"[""I01860"", ""I01870""]",942,True
O004651,U04284,R0025,2025-12-21T18:58:22.311428,late_night,"[""I00513"", ""I00505"", ""I00501""]",522,True
O004652,U02005,R0038,2025-12-18T15:21:42.728759,late_night,"[""I00778"", ""I00774"", ""I00781"", ""I00773"", ""I00782""]",1373,True
O004653,U01497,R0089,2026-01-03T18:47:07.756844,late_night,"[""I01727"", ""I01745"", ""I01734"", ""I01741""]",629,True
O004654,U02008,R0021,2025-12-15T08:03:10.599462,breakfast,"[""I00421"", ""I00423"", ""I00432"", ""I00436""]",643,True
O004655,U03737,R0028,2025-12-06T10:49:09.930536,breakfast,"[""I00589"", ""I00601"", ""I00592"", ""I00597"", ""I00586""]",694,True
O004656,U00330,R0084,2025-12-16T03:57:55.625139,late_night,"[""I01620"", ""I01625"", ""I01622""]",181,True
O004657,U02178,R0071,2025-12-05T23:52:31.903952,late_night,"[""I01379""]",77,True
O004658,U02274,R0020,2026-01-01T03:51:40.793245,late_night,"[""I00419"", ""I00416"", ""I00405""]",264,True
O004659,U01557,R0007,2025-12-16T14:17:33.672612,lunch,"[""I00176""]",62,True
O004660,U01086,R0091,2025-12-20T22:08:08.147199,dinner,"[""I01798"", ""I01796""]",307,True
O004661,U02481,R0006,2025-12-06T07:16:17.533182,breakfast,"[""I00150""]",286,True
O004662,U01702,R0030,2025-12-04T06:38:22.132945,late_night,"[""I00647"", ""I00653""]",413,True
O004663,U01999,R0068,2025-12-20T03:09:57.297094,late_night,"[""I01318""]",94,True
O004664,U04762,R0068,2026-01-04T23:20:25.214623,late_night,"[""I01312""]",59,True
O004665,U03804,R0013,2025-12-22T03:23:09.536907,late_night,"[""I00282"", ""I00288""]",71,True
O004666,U04399,R0098,2025-12-04T06:48:55.900234,late_night,"[""I01961"", ""I01960"", ""I01959""]",263,True
O004667,U00419,R0041,2025-12-13T13:09:47.515267,lunch,"[""I00832"", ""I00831"", ""I00823"", ""I00824"", ""I00834"", ""I00821"", ""I00820""]",758,True
O004668,U00599,R0026,2025-12-03T17:52:10.271978,late_night,"[""I00526"", ""I00530"", ""I00546"", ""I00534"", ""I00528"", ""I00521""]",1016,True
O004669,U03919,R0025,2025-12-11T10:58:52.719331,breakfast,"[""I00504"", ""I00513"", ""I00497"", ""I00510""]",917,True
O004670,U03621,R0036,2025-12-21T00:56:51.746733,late_night,"[""I00741""]",82,True
O004671,U03900,R0022,2025-12-03T17:01:05.128271,late_night,"[""I00444"", ""I00466"", ""I00454"", ""I00467""]",950,True
O004672,U00819,R0068,2025-12-08T04:28:26.990721,late_night,"[""I01316"", ""I01318""]",274,True
O004673,U04829,R0019,2025-12-03T05:51:41.169460,late_night,"[""I00394"", ""I00395""]",231,True
O004674,U04902,R0074,2026-01-05T08:34:00.660226,breakfast,"[""I01431"", ""I01436"", ""I01434"", ""I01430"", ""I01429""]",302,True
O004675,U02458,R0073,2025-12-06T08:57:39.535268,breakfast,"[""I01422"", ""I01406""]",250,True
O004676,U00079,R0068,2025-12-26T19:44:24.832719,dinner,"[""I01319"", ""I01310""]",450,True
O004677,U03521,R0012,2025-12-23T20:28:51.209301,dinner,"[""I00263""]",221,True
O004678,U03627,R0100,2025-12-04T15:37:51.169339,late_night,"[""I02037"", ""I02023""]",673,True
O004679,U01596,R0085,2025-12-11T17:13:00.943521,late_night,"[""I01639"", ""I01644"", ""I01648"", ""I01641"", ""I01650""]",1347,True
O004680,U03738,R0004,2026-01-03T09:48:59.451448,breakfast,"[""I00065""]",217,True
O004681,U02063,R0043,2025-12-03T16:57:14.709145,late_night,"[""I00862"", ""I00865"", ""I00860"", ""I00857"", ""I00859"", ""I00853""]",857,True
O004682,U04927,R0035,2025-12-09T09:16:56.001594,breakfast,"[""I00724"", ""I00719""]",219,False
O004683,U04036,R0086,2026-01-01T06:44:44.031935,late_night,"[""I01667"", ""I01659""]",213,True
O004684,U01447,R0056,2025-12-12T20:25:06.084137,dinner,"[""I01088"", ""I01102"", ""I01087""]",493,True
O004685,U04156,R0060,2025-12-28T16:46:09.526044,late_night,"[""I01163"", ""I01155"", ""I01165"", ""I01159"", ""I01162"", ""I01169""]",701,True
O004686,U04213,R0056,2025-12-22T01:14:00.763121,late_night,"[""I01088"", ""I01094"", ""I01090""]",265,True
O004687,U02455,R0034,2025-12-15T14:33:44.164062,lunch,"[""I00711"", ""I00709"", ""I00718""]",524,True
O004688,U04360,R0032,2026-01-04T11:45:51.745407,lunch,"[""I00684"", ""I00682""]",118,True
O004689,U02795,R0036,2026-01-01T09:36:50.756638,breakfast,"[""I00743"", ""I00749""]",79,True
O004690,U04598,R0064,2026-01-03T20:51:50.758904,dinner,"[""I01256""]",119,True
O004691,U02530,R0069,2025-12-03T09:11:05.361026,breakfast,"[""I01326"", ""I01328"", ""I01329"", ""I01327"", ""I01330""]",476,True
O004692,U03605,R0031,2025-12-29T16:38:26.558701,late_night,"[""I00668"", ""I00656""]",95,False
O004693,U01493,R0055,2025-12-17T02:03:52.497656,late_night,"[""I01078"", ""I01075""]",523,True
O004694,U00054,R0041,2025-12-23T03:07:21.025902,late_night,"[""I00826""]",34,True
O004695,U04175,R0084,2025-12-16T06:07:01.116143,late_night,"[""I01628""]",56,True
O004696,U04062,R0013,2025-12-14T04:40:30.927650,late_night,"[""I00293"", ""I00292"", ""I00278"", ""I00291""]",403,True
O004697,U01465,R0002,2025-12-22T15:10:51.168908,late_night,"[""I00017"", ""I00019"", ""I00027"", ""I00016"", ""I00026"", ""I00023"", ""I00018""]",511,True
O004698,U03540,R0049,2025-12-11T02:59:25.572097,late_night,"[""I00967""]",207,False
O004699,U00775,R0054,2025-12-02T04:56:03.765197,late_night,"[""I01066"", ""I01069"", ""I01058""]",293,True
O004700,U02806,R0025,2025-12-21T02:26:40.794196,late_night,"[""I00497""]",320,True
O004701,U01586,R0077,2025-12-10T15:03:11.469015,late_night,"[""I01490"", ""I01481"", ""I01478"", ""I01477"", ""I01493""]",806,True
O004702,U00891,R0052,2025-12-28T22:59:01.218031,dinner,"[""I01014"", ""I01008"", ""I01020"", ""I01012""]",276,True
O004703,U01747,R0045,2026-01-05T15:46:14.551401,late_night,"[""I00886"", ""I00890"", ""I00896"", ""I00894""]",423,True
O004704,U04111,R0041,2025-12-12T05:10:14.453272,late_night,"[""I00824""]",101,True
O004705,U02622,R0099,2025-12-17T18:58:00.001684,late_night,"[""I01982"", ""I01995""]",212,True
O004706,U04346,R0051,2025-12-06T01:29:59.570761,late_night,"[""I01007"", ""I00998"", ""I01004""]",1002,True
O004707,U00844,R0096,2025-12-05T18:27:20.952756,late_night,"[""I01909"", ""I01907"", ""I01916"", ""I01908""]",303,True
O004708,U02459,R0079,2025-12-16T17:49:30.735462,late_night,"[""I01530"", ""I01535"", ""I01531"", ""I01542"", ""I01534""]",1004,True
O004709,U01723,R0088,2025-12-26T01:51:43.101542,late_night,"[""I01710""]",205,True
O004710,U01267,R0054,2025-12-28T23:56:46.560900,late_night,"[""I01056"", ""I01070"", ""I01069""]",199,True
O004711,U01282,R0041,2025-12-14T19:03:46.162534,dinner,"[""I00819"", ""I00822"", ""I00821"", ""I00829"", ""I00825""]",685,True
O004712,U03246,R0030,2025-12-21T16:40:40.963649,late_night,"[""I00654"", ""I00637"", ""I00636""]",1114,True
O004713,U01294,R0071,2025-12-11T17:53:59.249358,late_night,"[""I01379"", ""I01374"", ""I01375"", ""I01380""]",875,True
O004714,U01288,R0046,2025-12-26T12:09:05.371058,lunch,"[""I00899"", ""I00912"", ""I00911""]",804,True
O004715,U04231,R0084,2025-12-16T10:37:19.963599,breakfast,"[""I01625"", ""I01637"", ""I01618""]",329,False
O004716,U04877,R0040,2025-12-12T23:32:11.384482,late_night,"[""I00807"", ""I00812"", ""I00805"", ""I00802""]",648,True
O004717,U02207,R0030,2025-12-24T19:02:12.950141,dinner,"[""I00635"", ""I00637""]",537,True
O004718,U02154,R0089,2025-12-29T06:34:50.944306,late_night,"[""I01748""]",92,True
O004719,U02488,R0048,2025-12-03T14:45:42.467166,lunch,"[""I00957"", ""I00964""]",674,True
O004720,U01188,R0040,2025-12-09T00:11:44.533995,late_night,"[""I00803"", ""I00800"", ""I00818"", ""I00802""]",881,True
O004721,U02734,R0094,2025-12-29T07:08:21.918291,breakfast,"[""I01860"", ""I01870"", ""I01858""]",1292,True
O004722,U02900,R0096,2026-01-04T05:41:30.863213,late_night,"[""I01915""]",24,True
O004723,U02584,R0085,2026-01-03T22:38:43.859162,dinner,"[""I01640"", ""I01646"", ""I01648""]",753,True
O004724,U02524,R0055,2025-12-06T00:20:20.379251,late_night,"[""I01077"", ""I01082"", ""I01078""]",623,True
O004725,U04615,R0049,2025-12-14T05:37:19.517469,late_night,"[""I00973"", ""I00970"", ""I00969"", ""I00976""]",652,True
O004726,U03418,R0002,2026-01-02T04:49:08.103684,late_night,"[""I00024"", ""I00028"", ""I00026""]",170,True
O004727,U03311,R0011,2025-12-31T02:33:25.903809,late_night,"[""I00253""]",226,True
O004728,U03349,R0064,2026-01-04T12:35:44.904148,lunch,"[""I01246"", ""I01250"", ""I01258"", ""I01251""]",547,True
O004729,U01147,R0051,2025-12-18T13:06:06.117220,lunch,"[""I01001"", ""I00997""]",420,True
O004730,U02247,R0004,2025-12-23T19:31:13.731724,dinner,"[""I00066""]",306,True
O004731,U01657,R0028,2025-12-28T14:58:13.832095,lunch,"[""I00584"", ""I00595"", ""I00601""]",406,True
O004732,U02097,R0038,2025-12-19T22:53:01.864716,dinner,"[""I00772"", ""I00783"", ""I00776""]",700,True
O004733,U03060,R0002,2025-12-13T18:00:34.101443,late_night,"[""I00025"", ""I00024"", ""I00021"", ""I00017"", ""I00018""]",264,True
O004734,U02637,R0066,2026-01-01T04:30:26.722323,late_night,"[""I01291"", ""I01289"", ""I01282""]",438,True
O004735,U03133,R0046,2026-01-03T05:06:32.221036,late_night,"[""I00903"", ""I00911""]",641,True
O004736,U04572,R0072,2025-12-17T20:55:58.574371,dinner,"[""I01391"", ""I01397"", ""I01384""]",547,True
O004737,U01634,R0025,2025-12-05T19:33:35.937172,dinner,"[""I00508""]",66,True
O004738,U04121,R0057,2025-12-08T23:12:16.570436,late_night,"[""I01116""]",64,True
O004739,U02245,R0002,2026-01-03T10:33:08.024777,breakfast,"[""I00029"", ""I00016""]",269,True
O004740,U00610,R0019,2026-01-04T07:06:02.837554,breakfast,"[""I00395"", ""I00400"", ""I00396"", ""I00397""]",417,True
O004741,U01315,R0033,2026-01-04T06:24:55.951904,late_night,"[""I00705"", ""I00706"", ""I00699"", ""I00698"", ""I00707""]",778,True
O004742,U03930,R0093,2025-12-01T16:11:39.935780,late_night,"[""I01850"", ""I01855"", ""I01843""]",834,True
O004743,U04858,R0051,2025-12-31T07:59:57.292492,breakfast,"[""I00993""]",466,True
O004744,U00377,R0067,2025-12-23T23:25:14.805204,late_night,"[""I01304"", ""I01298"", ""I01295"", ""I01301""]",853,True
O004745,U03990,R0024,2025-12-18T18:11:40.688448,late_night,"[""I00485"", ""I00492"", ""I00488"", ""I00491"", ""I00487"", ""I00496"", ""I00484""]",1855,False
O004746,U02295,R0076,2025-12-16T21:16:33.558924,dinner,"[""I01472"", ""I01466"", ""I01461""]",661,True
O004747,U00486,R0031,2025-12-25T14:44:25.270433,lunch,"[""I00662""]",51,True
O004748,U00460,R0082,2026-01-02T08:41:27.437530,breakfast,"[""I01581"", ""I01585""]",784,True
O004749,U02808,R0048,2025-12-03T08:04:15.304012,breakfast,"[""I00949""]",271,True
O004750,U04407,R0061,2025-12-15T08:59:28.212810,breakfast,"[""I01170"", ""I01202"", ""I01192""]",728,True
O004751,U03590,R0033,2025-12-02T21:19:22.290499,dinner,"[""I00707""]",297,True
